mev,hash,CTA,status,eoa,block_number,gas_price,gas_used,revenue,protocols,actions,contract,proxy_impl,inserted_at
25,0x1389b562a49e4690b0cb7cb34f562f2ace1af3842665f08c10ee83eb34ceebd4,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11062920,24000000000,2831586,0,"{uniswap,sushiswap,balancer}",{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
16,0xd43f7c72d938963cdd326f09d90a377d5435ad04fb7b237c1e8f852ec65de371,,Success,0x60941163dada38ba03c6968286c9cf585e912079,11087771,62301075268,386473,0,{uniswappy},{},0xfcffa0582980007fbdebf8376632bc03132ac93f,,2020-12-01T23:44:29.352528Z
34,0xd55d0a7032d21e9bf32706ed5894125d1f6f96d871741a0a55f6afbcb2142a25,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11332702,43000000000,841364,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0x7a4325cff79c28356a467b81b266c29f24fd1756,2020-12-01T23:25:50.119869Z
44,0xc7e2e4aac9332c9a4a28a6e33a475e90175d2505a403d2e3acd0e040be264415,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11333826,100000000000,1081194,0,{},{},0x7e9997a38a439b2be7ed9c9c4628391d3e055d48,0xfb772316a54dcd439964b561fc2c173697aeeb5b,2020-12-01T23:25:50.119869Z
29,0x587704afc9bcdb8f9d7b2c24ec1e7f876fedbec78f53db3fd3c7638a887ca286,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11333831,93000000000,714200,0,"{uniswap,sushiswap}",{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0x7a4325cff79c28356a467b81b266c29f24fd1756,2020-12-01T23:25:50.119869Z
38,0xbf4e20e3827130ef4b22b65535e8fb17513fbe0e619a685d299918e972d07490,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11022699,51000000000,927923,0,{sushiswap},{},0xb983e01458529665007ff7e0cddecdb74b967eb6,0xa7ebc87173be2fea30214dab05c25c16d24312a8,2020-12-01T23:25:50.119869Z
10,0xe8c44f0f15ab1ffe89fc92ce05032877342db6f22fe1978124738c6f636bce75,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11026530,35000000000,296010,0,{},{},0x7e9997a38a439b2be7ed9c9c4628391d3e055d48,0xd172991bcac4bd80e04d3e267513dd4ef88ccfe7,2020-12-01T23:25:50.119869Z
11,0xa89b8a561dcf042dd1007815a6232dba8e1047f3124af683c62ca564820f9390,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11052888,50000000000,284871,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0xf6eb94e64fc7789a57fdf89fe2ffd2eb39b252e4,2020-12-01T23:25:50.119869Z
20,0xaf9c385718e6a393cde30e3a8547f733f36f9b14d09b809e5af4749496909a32,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11055296,50000000000,533071,0,{},{},0x7e9997a38a439b2be7ed9c9c4628391d3e055d48,0xd172991bcac4bd80e04d3e267513dd4ef88ccfe7,2020-12-01T23:25:50.119869Z
41,0xcce9560853ac5e35351a075b92d4582a35f6035d54709f2ac4ac35760a2354f4,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11058920,53000000000,1002951,0,"{uniswap,sushiswap}",{},0xb983e01458529665007ff7e0cddecdb74b967eb6,0xf8165b7b2b37705e4fd3e33cd9895999c3c5b529,2020-12-01T23:25:50.119869Z
41,0xaab92f890fb6562aba3ca99565243f5be1caeb0a4645e95902a15df6deef1a52,,Success,0x609f10ef05e5b068382d1a6d68409b437160d064,11086797,56000000000,1007660,0,{},{},0xb983e01458529665007ff7e0cddecdb74b967eb6,0xf8165b7b2b37705e4fd3e33cd9895999c3c5b529,2020-12-01T23:25:50.119869Z
9,0x4ed159e4f9a01c3cd7cbb74c09b1caeaac99526502a8520cfd444a2ca59fbd16,,Success,0x63321075aecd3da37dd7f68b9412560d89085b0e,11045170,289917435506,223874,0,{},{},0x9799b475dec92bd99bbdd943013325c36157f383,0xa7dab0af04559f73ccd2560d9ba3cfff281ce1d3,2020-12-01T23:55:26.947118Z
10,0xff32d594a75e5027dc263593186785a19e03eaa0bed927c74799fbb2d89fe9b3,,Success,0x63321075aecd3da37dd7f68b9412560d89085b0e,11080414,237021558839,254269,0,{},{},0x9799b475dec92bd99bbdd943013325c36157f383,0xa7dab0af04559f73ccd2560d9ba3cfff281ce1d3,2020-12-01T23:25:50.119869Z
14,0xe848e5211e10583d5121ffc380f878636ad8630b973976e726b4429babd908bb,,Success,0x67d1f31eeef182cfb40c0719a8c0000fa7ddcaa9,11016689,61400000001,354720,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
9,0x7dc4a41f6ccfb246257b5b80fa16691dee2c1cc8762de0533359068d7d841e2d,,Success,0x67d1f31eeef182cfb40c0719a8c0000fa7ddcaa9,11009746,120000000001,211514,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
14,0x50a99cebe0f73ecbfe6c40e7f32f44748e48561b80ec22452bbb5529f4d8940b,,Success,0x67d1f31eeef182cfb40c0719a8c0000fa7ddcaa9,11021178,92290909092,354720,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
15,0x82f21fb835d0d492066c6cc8ff942774876121f21d9d919955ef398519cf2047,,Success,0x67d1f31eeef182cfb40c0719a8c0000fa7ddcaa9,11042573,84000000001,369395,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
15,0x6e2c44790d6470ad76e53c34bf041d95ff1441ef2ae1d43e4be4688e57a73f79,,Success,0x6c30ef100b910569c3b5214820886fd63cfb7cac,11081102,41721649484,362146,0,{uniswappy},{},0x0eba964ae5da89c19637a16c55ca395978aba380,,2020-12-01T23:25:50.119869Z
12,0x738a50a3642c9aede470a81eb5fa43fd3700c73a89b1ba142a97a84224475195,,Success,0x72bb8c608c4ea4a887266985e680a04c056f5b2a,11081981,493239489907,296332,0,{},{},0x9799b475dec92bd99bbdd943013325c36157f383,0xa7dab0af04559f73ccd2560d9ba3cfff281ce1d3,2020-12-01T23:25:50.119869Z
20,0x11a19c2edff169030535140843c1114dbba96c3274cf4e822687bb9b91571ed3,,Success,0x75d58551b80ba97acc0c0b81fd2fffacbacf29ee,11042670,75000001234,444418,0,{dydx},{},0xda9079aa12d366c75e28d664428e543f9f866b5d,,2020-12-01T23:25:50.119869Z
30,0xf7872a54465a85fb2a13b022f4bc039b5836502e1a8ef97a9ef82855b8ae110f,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11332370,120000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
28,0x564fc23314593bfaa3344e71eb65c7867f3e18283d300fa0e6efdf4020937ae6,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11332838,110000000000,574493,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x8b1cbb10f46875e704b535409a7d94dece5fd29125f371916e77960ec555b88c,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11000661,54000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xea01b50179316906b9ce1042405993eaee488b5cf30d77487f52cfc413d1b46e,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11001905,89000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x3c348abd948dfb075ed7bd7a3cb9e1696450504db6f9a09f745f03f37278c1e0,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11333369,440000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x6e3ac15305d0af8c9937f507cf8c8cb65ae8d80085846769305532f4e2503e09,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11002521,126000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xb2055954150a363cc43981d558b4bcb968f96825f9194a90504625da437fe48e,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11002998,151000000000,614124,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xb54285cfe79107f27d6325985384d03d5abefea9c5ddbca8625fca7eadf63059,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11003483,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
19,0xa66a6da6235fa47362943a58f72da54c9874d736b919848f89021c2784c08ca8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11333526,323000000000,396125,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x1b2395a580f774daf53897077e579d244e5a3dbc6a8e765b4c4be69840ded662,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11005594,73000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xe4e2bcba0350a1330faf7b66635c298ad92561e5459259bc9fa3754c5d6789c8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11007149,54000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x31d680bf790192daac138dedae4424c4b561fe850df0f66efa6c16cde5eb4797,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11007731,58000000000,633943,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x1f23c9752a5b2db83b71ba4f7f9cf5ca9cbfcb55a4f0d1bc75503a93c2f5432d,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11008311,78000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x63af6dab1149b4c1c1fdf6b03a38bcdcceacc039ec2841c0817fee7251e1d06c,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11009063,67000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xb59fa1402eb36f059b9a6ef954ff2a4e801a39f0a01f194d6fcf17dc4639afd8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11009899,93000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
20,0x7f1d14517d06100d6b743c87fe52880835d0bb433e53b55e12b788dd59796bb8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11010619,55000000000,415944,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x8b0209c1fe89022506a658c78245402eb1728af8814f85303e1e46eb4e3f8fe5,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11334037,120000000000,614124,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x3c47b1963f0c7fadab754da275029e3e69e3aed05569411025509865955a6586,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11013799,92000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x12b4b81e73cdef4c2f7f1a30bb81fe517b851822691ee8c0ad23da3f3eb38154,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11014349,56000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xbb9cc1e724d27abc51ae986f114c904b7da89807ed134c663a60626cf1c6c6f0,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11015020,63000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x2688141042b44021242d1497addc68d87060a89433a7d417a1ac31ef29e101e6,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11016374,103000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x684093d1e96e5e5443a5668d1fd3234979833742ad231d41d021be40711dc7f9,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11017018,60000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xf227511516f4a16f07dc5b8db9a365c8a2ad5b26c640cb96a52eca9df9dfd54d,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11019359,50000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xfb36fed482b65fdfaaca746e4040338407facb769616ba23aa5544b3dc46a8b8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11020078,71000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0xfbf3e2eed47f8b44173d257ba11681406ea03e265aab6702606ceb400d590249,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11020468,63000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x63c2524233e97a8477efe36167f7199dcaba30cba0f215a0b6a1616ca3f6792e,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11020925,411000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x93eef95df3c30ce7c59de79e98d0ccffc4a26d69873ee15461cc97059916dbb8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11021375,108000000000,633943,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x4f1b0788312aa348d6a3504b1dc4a84643c5389a2eef949b5a44125403ae5dd0,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11021898,131000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xf3977ce77ad8fb657d166a616677b055bb4f89a0a64ca8159dd934454318d011,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11022713,69000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x6f704f451fe69facc20cae6b672aadcf7162385082d3025494c31b04a6d24ea5,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11023160,60000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
28,0x9e38fe037efae311ac42dd6dd2207ed421068f37ab4928a5128844f7c3af2d55,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11024322,41000000000,574487,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x88b51f1c5a51659c686cbe4104a685edb876acfa5c1fbad2533019bd1f66d129,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11026009,50000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x453bf4cf73898ee99fdc12ef39c0efdcccd9a6fcf49d6e5a1e8f75e9c9e56d40,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11026437,39000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x728af2bdcdd9ee59a68c1418f150b51d1acf2e82e361c12a05429a4d4a92c6de,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11026813,41000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0xf7f3b17545619d6248d0ad4bdb1dbf838fd778b74fefa16b1f502f802ddc6b01,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11027229,53000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xab9aa216ef60eed2ae039bcce87791acb2606b8a0ddd3801dd0abe4a6337fac7,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11027756,58000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xc1251a7cc24ab55b9bb9254101e1058dab6d38bb4c24df0712dbff9e49bd10ef,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11028254,62000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xf36958a3cc3154659b4f9865eac51d58af748b32bfade466a11f33fad19ae716,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11028596,69000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0xc1a2008921645fcff89e27b391f23e3c8e7add649f157827547fa8524c32546a,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11029353,50000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x94dfcfe8d4339889332166828584978d04ebdcc284bcf4478902b6d1c499dee2,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11031640,33000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x85de62bce0be55114bbc33d898f6044a0ced2f042ba8d05234190ba1c3cb2aec,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11032738,29000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xd24b6112397d1f7ea7a3e563b5fa5dfd446144535c8e98a19fec0d6a4ba45aea,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11033329,51000000000,614124,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x5f346ea38bca5f9227d3e7ca649dda670f38674922e2fd6cc9d819f03bd7c546,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11034685,102000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xf511c444bfe22f2642a8cbd91154332692e120d78d3301ff8873b1e236979d4e,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11035312,48000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xc1b8ef82e0db2c2df82012fe9120d642b3127cdb3583c05d430eece2f42e5a62,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11036274,28000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x3b963d5de673718f103f21f3728745400d30bdb86ebccc7e794c8ebd3a574898,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11038131,31000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
29,0xb188fadababf9e27dd2dc091a92ff8a7e931dede9b484dec8c3a78811d90c6b0,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11039834,54000000000,594305,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x19fc1ac0fbf560950ee6f736a29b66453df55b17d8a8f17dcb0374dc0054e6b1,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11040140,58000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x2a452da4b991a3b285f55113989af0af100ec44e10eaa737c47c1bc36d3b277f,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11040411,74000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x5d4b8f53f4e46f3ca1967d74634ef5b0be8ee353aea164a4a8c297a2699840f2,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11041223,99000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
32,0x7e94b09fa9961820c9c308a7b24c0d17c534e543bb1d8c444f9601fca6a77127,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11041503,111000000000,653767,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
32,0xa91a8bb450fda8e0d9dffec1387f52ea42f6e4e07e74e2642d141b2c46ef3691,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11041821,123000000000,653767,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x0f6b6e8b3709c2194333b2f2b3191ad01a576cf47b56ef1d462acc1327aef1b0,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11042375,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x43e76768a55206c152b4308d9ec5cf44215afed708e1dbe210cf94fa697347fb,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11043118,84000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x62d93cc764bb8fc8cc0c93e21ace865f5ca82bcea09543f57c27728787c3e75f,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11045295,84000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:57:43.393511Z
31,0x0569df718ad22cb96e4ea93b7bae460c3433bef3209d137caacb86512db81cf1,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11046598,84000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x4fcea11b1295511b197641aa308bf7c5e2f02d528221df5954fb6f4039014d0c,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11047082,84000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xe82eeaf02462faafb699a946956c3d6928155249405aad86089902ead03944d3,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11047494,84000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x269d8bd9256256b8f3a76f8381ee4812f9a653c4e0e06c037a2eb2562badb553,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11048013,80000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x32493681a216fe3b0ea77b451dbae1f28a644d0f9b43c7880d6289c973fc77c5,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11048513,84000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x360ef168b807a4ad3d7f7117a0c5e3fbe8a674ce3ef330a10fb0b25bb07e27ae,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11049177,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x694a95a0c7ac41e94ef418487ffbeb80ba80b24ed0dae014091f04773b64b2ab,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11051544,80000000000,614124,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xccd5af4db06d65e99577ca370b8e5d153888b56a6ba5b6649c64fc7b292c8bf8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11052866,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x9ab3eab610534fb79bd7053bb00e99087b1e881260373582ab31cc312b7c7bda,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11053281,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x507f83dbde3d7da269447d358b85619a3c232cda1f3c9bb1d8613c83322b7117,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11053899,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x5f218c0debed709a9aee42b3adaa47f248590df09960e8986c76f3167583257a,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11054743,84000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0xdb01e6b402bed5932ebac87b75b6f2991d04b0ca543397c596ca241a1ad982d4,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11055911,84000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x7efe6cb922db12d818f69f1c963e0848de4514d4c3f1007571c38360a222739c,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11058446,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
31,0x2caf0dbfe188517a1846f96555767178fd767ec1afc67902d62f012985bee365,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11059126,80000000000,633949,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
30,0x23af60a370d63a956bfed525ad47711c282f194a1944513adda6facfd38c23c8,Eth aggregation,Success,0x76d46eeb21a7999883246c1ac162a4ea1447e7aa,11060077,80000000000,614130,0,{},{},0x66a20c2045229734bc569e709c6302b5c45c77ef,,2020-12-01T23:25:50.119869Z
