mev,hash,CTA,status,eoa,block_number,gas_price,gas_used,revenue,protocols,actions,contract,proxy_impl,inserted_at
14,0x4c25bc7bad94ca794dbe7d05789743e1d5a14dae242d559878a6b22ab8f65970,,Success,0xdf454735fc75c07d55f58db0d410f95cb757986c,11039757,54134663341,347191,0,{uniswappy},{},0xaf71e91ec02fd9cbe1503b4b35b4e113ef185255,,2020-12-01T23:25:50.119869Z
16,0xedcc778c318e46f8576aa8759a3a20eafd88056030bf79b21a40b40ddcd66792,,Success,0xe369c427edd0f409b4f6210b277dbdc0dd6c1d39,11040393,77303881337,379180,0,{},{},0x0000000094acb89a43eac2fbb3a07973efc2435c,,2020-12-01T23:25:50.119869Z
16,0xc546314f4884e4050a4fe267c5ec7ed33ac6efd257a579bbd1688d9e2456c0e9,,Success,0xe369c427edd0f409b4f6210b277dbdc0dd6c1d39,11042543,109956355846,389130,0,{},{},0x0000000094acb89a43eac2fbb3a07973efc2435c,,2020-12-01T23:25:50.119869Z
17,0x31928ebd7a50f885e6fd541e44e9c4ab6e1a04eb2b0d19424df1bd0979894e38,,Success,0xe369c427edd0f409b4f6210b277dbdc0dd6c1d39,11042561,61127827352,406066,0,{},{},0x88840810b94dde183e02b5d15e2087b5399e6c35,,2020-12-01T23:25:50.119869Z
15,0x1f2d132415fa7b8a918f3947ef3860624b84ff1cc7c69f78bc706a38b892e4c0,,Success,0xe369c427edd0f409b4f6210b277dbdc0dd6c1d39,11087325,88709882129,367224,0,{},{},0x0000000094acb89a43eac2fbb3a07973efc2435c,,2020-12-01T23:34:43.064749Z
11,0x4c4d5f4f7deb0eb1410c564fdcd43887be887feb6e53636a5ee48c9194361c33,,Success,0xe49cb74fa25772f52a2b2d39d1d59d51f228ac15,11063038,50000000000,293093,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0xf6eb94e64fc7789a57fdf89fe2ffd2eb39b252e4,2020-12-01T23:25:50.119869Z
10,0x445af8938624bdfe48a424481601789e18e2e156e8b16c546b23a1b3de1dab00,,Success,0xe49cb74fa25772f52a2b2d39d1d59d51f228ac15,11063045,50000000000,667870,0,{},{},0x6b093998d36f2c7f0cc359441fbb24cc629d5ff0,0xd172991bcac4bd80e04d3e267513dd4ef88ccfe7,2020-12-01T23:25:50.119869Z
57,0x22033f7caf631f3b796e9109438774ea7ca9fb2b7ee6582aadfc774e155c8356,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11002311,40000000000,1376803,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
59,0x9fe7a62323ff79e5d4bb2526c359d5a696d2844e60f074ddb4c3f9cc71908c0d,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11002389,119000000000,1442080,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x1b297e43f472a493cfebfb549f96da849bcfba21835a11bb1c2afe8b3de957c1,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11002464,119000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xcb14618bfe9c0835552279b5de5aa3425d261896c503043b3667a7964d7f378e,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11002545,200000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x7bc6b0588cd7cf69c190b2e475b5b88285872ee041b6d0f789608846b70f0ae4,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11009800,102000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xf4593399b0967428b9b994a61330aa0a9493982c19e79cded518326ac7b2b9dd,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11022339,144000000000,228342,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
60,0xe7fa0bfe4b263bb1c4a16cb0b40a9593a23e8495b1164f74c591cff27e13e82b,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11022425,60000000000,1463108,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xc0afa3e8d2b260c4ced062c288d2d35a9df9f3b6ef24e0aa40eaa7944dfcfa24,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11070342,40000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xb4d318db7f5414881bd6a0f5341fde5057607ba54f573d2844cf931e320313a3,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11070435,39000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x682a9d17a88b3a11f7c22fcd539c65a1b65755ad74c43cd6555c2b2d61fc66b3,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11070505,45000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x253aecef9a244b0b415d1887e88cc48583b06e6803712bcdc009329e9989873f,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11070594,53000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xf5df4653b3d50d619d7c2c8390fbe016b5ccff51273d9229dec024989b0d50e6,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11070811,18000000000,228342,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
57,0xf5fc98d3a12d756cf4c58550117145ddebccbee3546d144ed210eed34e1000be,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11071005,20000000000,1384718,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x6188ef7f074b5f4ad2d3115840e86178af0f395216b541b07ef301ce1158bc17,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11071145,21000000000,228342,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xabe09afcdc55d9bc8af8955bfe51d5218ec99f18a9dcff5fefd04ecab9e531ff,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11071311,21000000000,248449,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x9a5fa3d00fa713429d828fb19254f7adb9cb49a3d9833fc127caf372c4cc5515,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11071394,21000000000,228342,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x66f01e7d5fd93d109e4eca964de009fb73ec1f8472e57163e4d7c85488500a42,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11071646,18000000000,264341,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x7004f5af638195064b871e5aed7b2ade40801338477b502acf16fd79a3ff8446,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11072118,29280000000,248257,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0x35e9fc42d555754b2991fd2f57bac7cb36076d5f4d680ccf0ee86508cc43d206,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11072647,26840000000,228342,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
9,0xa937c68fc2f1394a16ef3f43f11fe90cb37d5e0d544ab87e2dffa162ee243c70,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11073467,18000000000,264149,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
59,0x207bcbd71de24398f353f99b02c9c25629646d793be0678c0dfa8b7254c25ee0,,Success,0xe59778f9af82dcfb747f5f7f3bbeac5fa5995317,11094198,82500000000,1429394,0,{},{},0xb3e5149d516f6024f5fe45b5776832f4bb39942e,,2020-12-01T23:25:50.119869Z
89,0xee6b01d7aef4fe9afdc92b23e919df18ce87a10f2f5db4e52424a2ea12054ee8,,Success,0xe59b150ab850ce59c3be44aaa963fd5239d658f6,11027691,56526000000,3556885,0,{},{},0xe93540ea93e1c3c6d896f7dfded7b101009ce0b6,,2020-12-01T23:25:50.119869Z
9,0x7ae63c24f7c3196d521332224814e5824ec2ef90c367b661b3f4113b75b485ac,,Success,0xe5a607023bc417ec64597e4f752b3e2521a9d2db,11003919,84700000000,256731,0,{},{},0x1320ed3d668b7cc063c43a381234ab048872fce7,,2020-12-01T23:25:50.119869Z
15,0x3db015ba6e3abf35bd3cf7e7e14126cd68b72ad037bf961c413a0655178c5ffa,,Success,0xe62193bc1c340ef2205c0bd71691fad5e5072253,11004035,350000000013,360855,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
13,0xc43a06c5377aa97a7d5ec61039f5d4a81d55f58cde541e938405067137cde2ee,,Success,0xe62193bc1c340ef2205c0bd71691fad5e5072253,11005472,70247015013,320618,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
14,0x9a0575cda0d933753289f6e21333a6ac7d8c79825da23542507b4ceecd86789e,,Success,0xe62193bc1c340ef2205c0bd71691fad5e5072253,11007068,82450224015,352645,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
16,0x3e41ac97b88c0c3a64ae71018ee806b58668977c7c25db577fc92c2c43f18c0e,,Success,0xe62193bc1c340ef2205c0bd71691fad5e5072253,11016692,109272017510,397939,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
29,0xa9c1a2e626b32462b03d90d912f3a1e6f3b60e7e4d34f49e5fc6d2e23a568d92,,Success,0xe62193bc1c340ef2205c0bd71691fad5e5072253,11028556,98988000018,710197,0,{uniswappy},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
15,0xea8a9ef2f4c0eee588a6a42f8b887b6e70ef7a3612d6a2fc5ef1ba0fe3001d14,,Success,0xe62193bc1c340ef2205c0bd71691fad5e5072253,11050394,484903099661,363027,0,{},{},0xad572bba83cd36902b508e89488b0a038986a9f3,,2020-12-01T23:25:50.119869Z
15,0x41272770e0b06e886f490b16ac28bd52d10814fca8ef1d73eb1737790f3ef061,,Success,0xeb574b2f563c2bcb63840e9e061c3a9756243da8,11025131,61354166666,362329,0,{uniswappy},{},0xe2348f88a80837030cbe30e1f7f050da9d4705a3,,2020-12-01T23:25:50.119869Z
10,0x5e479ffdb6c1120753e00893ede2ccb6739647b33f02fea3ebcd19df30c04c72,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046445,33110000000,1205001,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
10,0xeb6d58b8044f8954a879170b730223c3e35bdd8f050612fb163d27b3adc6309d,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046463,34000001459,1205001,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x4a2c189e8743b0314af880518261fd285816a853e77d2af64f00ed243ba8c328,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046482,33000000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x9696a083a1d476792631913ca761599a94272f060146f4cf29a1917bcafae559,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046547,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x035045fb12086d020a832442165cf414335a839927300f4bf085f6dd0388c033,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046547,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xbbbb3a8d9bc7fc15efd4f87077a5442d639a0fd8aa0b06c5a3c3e1ca88f68edd,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046715,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xb99388c5e762860335ceb7427e62882118dce1ab359e2ff640985faf5786afcd,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046717,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x34f3f965ffc36dd51b1fa296a127316423b67664bc24ac61155b209c4b26d37c,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046718,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xa2ffd17bb4a153e2ca63041dc9033e1856ab0c0b16f06cb5b348d5b6b40af7ac,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046718,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x46b0967d43fac9be09556eec45ec74bbee5ba1a7c84f90696dc0c319772369cf,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046718,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xbea26a99064d09bcbd4d8c7b125432bbfb9d2ffc7eb18b374192aeaeaacd4f9d,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046720,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x74db2cb3c9da8eda1a049f771f554d5d2204df971bacdc3277c2c2e0a0e43218,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046720,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x30e45ef0f1997ea148636be60e1296809a8006ffaa0105edf3c1a0962ee3301c,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046720,33010000000,2371112,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xbee837e3b3678b4defbb0ee3bf931fc9776587ce757def6ccd98ff271e644e33,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046721,33010000000,2371124,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xb8f6c0cdf599757811877cab85b224d4897758fec239c18ced9606bed737429a,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046724,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x15da644afd017465bea560fd2274eb345c90d58b33b3f0c001e199d8306775c7,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046724,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x370d744637f166196c957c7ea2e052a73170d91514c09732914c1f88a7c1fc84,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046724,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xbb1e4d536755e396a763326c38d71853dedfbb7ca38048ffb228781d347a6b3a,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046725,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x536b2052b0e53fb315c1acaf3b1ad11eb3cfa31af3e4727f3717e1f2fa488139,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046726,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xf0074f336eda47ebc9e84d2fad3e09670abaf4821c977b0dbae9c1b029b4edc4,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046726,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x7bf67543d3a63fe80f6c117c87adb9c93751b8057b8eb8bb3e7f41bfb2be5253,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046726,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x3f89aed6878b4d4a3587740e7e9f081efef948fc9f1f6baf483fc2e6618dea03,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046727,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x49ae62d23d6f8b7c8a7aac03a2c1150aad61bbe9032c9fde5328c8ca7d274c71,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046727,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x3ca3807867d4769139307ed867b572e1c8a8e6e053534d9eee62a5b1a5b5a1dc,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046727,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xafad2b301b293dd785b89d6ffce97f7fec6cd852e2db8bd2b04d7fbf92c04c9e,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046732,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x3404a896933efbd7b7e5c4972d915267f0b4e3262c6c401305b0e856b89ecc34,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046732,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x1c99c941123cb4cae41ca40209ee36744cc8572f53e7da2f5ab7293bbe8a833c,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046734,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x04dd89213ea91941dfb90d73068a74e8d69ee502e3582742a94c82b5f31e8ba7,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046734,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0x9c3106b957c214ce4df9e36270d7a3172b018d571b3c6a467d54a1f082679f19,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046736,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xd088665d5f5a97ba8d4887b91b5922740403ac7b3dd1733bf13d92ec3a0b7fb2,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046737,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
20,0xd260eea5274353e97306bcef95d27129efbd28d6f2ef354d2d6e037827b5fac8,,Success,0xeff8670ff8b9a6b31586f0b6d491a3800edb2d88,11046737,33010000000,2371136,0,{},{},0xe34bf226165c2f2756d45c52f89f3ea3a1316b09,,2020-12-01T23:25:50.119869Z
15,0x051061917fa64f4534563e2f0ba39ac94eaf85e565fcabbed87fce0bc4c242f5,,Success,0xf2d5dc1b960856657c53037b6e364cdfde483b97,11093889,102994454713,377027,0,{uniswappy},{},0xfb978cdd31233d7702154eba0100a4c01eef9147,,2020-12-01T23:25:50.119869Z
15,0xa41883c1f974a9c251527df4bdbdffe8941d0e2d8e314c11131bca1043b407eb,,Success,0xf4d076541238eb2d246acc88a32e085aa9276f14,11045957,54345679012,362140,0,{uniswappy},{},0x8e43f0a52dbe5220aa98b9af59fd90c2f1ecabe1,,2020-12-01T23:25:50.119869Z
29,0x7a9263cbd2ebd4a3360ef1eaa5d8360ce4e24ca20946344dc878579c80d188e1,,Success,0xf4d076541238eb2d246acc88a32e085aa9276f14,11046074,58012820512,706278,0,{uniswappy},{},0x8e43f0a52dbe5220aa98b9af59fd90c2f1ecabe1,,2020-12-01T23:25:50.119869Z
14,0xedf38c96c770aec30bb2e96189b0493ab4ab4ef7a76f02c87efca12af43da957,,Success,0xf65731ad0391c21d17989efb380a360d77febf79,11041689,271727383009,354864,0,{uniswappy},{},0xe1e0d2bc7a913cd3a17f4dade1efacf11b23cf46,,2020-12-01T23:25:50.119869Z
40,0x2fed7c92072d1516ac43b30b09fa57f5a1a829da29d6b730c89a715f57d56dee,,Success,0xf95e6a299f8d859323075e62fa019f5e1b933d48,11025209,66000001358,943365,0,{dydx},{},0xda9079aa12d366c75e28d664428e543f9f866b5d,,2020-12-01T23:25:50.119869Z
49,0x2b5b38accc1e44a06381d3a8b43f17e5fb7ec365970837b639c73bbb49166ae1,,Success,0xfa91288b3033d095992cf3cb0b0e54b807c3c2ac,11333794,100000000000,1191941,0,{},{},0x32e4c68b3a4a813b710595aeba7f6b7604ab9c15,0xfb772316a54dcd439964b561fc2c173697aeeb5b,2020-12-01T23:25:50.119869Z
9,0x43e17e756fe2f6d610a33b45ff4dc3eedff29f61530d92058e1b9fd63245957f,,Success,0xfb51d56937c28904ae3e5aaca8beefcdcf97ff4b,11332305,200200000001,226288,0,{},{},0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0xa7dab0af04559f73ccd2560d9ba3cfff281ce1d3,2020-12-01T23:25:50.119869Z
17,0xb7f09b0082c284bff50ab840ffc0f5b0fbc584fd091d75b478d886b2a79484a4,,Success,0xfd0404c7346023619ce100cb260687b00a99bc85,11043996,36583333333,412450,0,{uniswappy},{},0x0d5ca909b9b63d2f71d0a07e4978c65b8e3d858b,,2020-12-01T23:31:34.517151Z
12,0x11dbc084e713c2617a8d13303b833d25a9548f89576ca46b3c2da0999c861772,,Success,0xfd5994d8c0f9b34a720c89990d46949165d8c4e5,11025389,60300000001,297771,0,{uniswappy},{},0xfb8d8f77fefb59c73b3865b8c9fd65867b6e7d49,,2020-12-01T23:25:50.119869Z
14,0xd402d9ad250693cb19896b95da14dc51384ad0f92f657a428ace3b775aa2b7e4,,Success,0xfd5994d8c0f9b34a720c89990d46949165d8c4e5,11025415,45196078431,353554,0,{uniswappy},{},0xfb8d8f77fefb59c73b3865b8c9fd65867b6e7d49,,2020-12-01T23:25:50.119869Z
12,0x3a7132c13129db3c34a233d43775b811cea07a0740be581a2a44f8f0512a7711,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11333595,65090000000,296386,0,{},{},0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x2538d9a296e3126aba549a328df0300d7b2ad372,2020-12-01T23:25:50.119869Z
16,0xec255411db98037259d6ce0a9cc3edcb327a01d62bdcdb8a3364f9d423adc742,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11333661,170000100000,409001,0,{},{},0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x2538d9a296e3126aba549a328df0300d7b2ad372,2020-12-01T23:25:50.119869Z
13,0x2a2c7aa220edc4d8a33e4d160e8060d07df93b569934ff57799b79a199a07d99,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11010098,88350000000,397680,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x398c39714e3c6f9f6f967bb81556e529db5078a9,2020-12-01T23:25:50.119869Z
13,0x357e29fb37f60ed787525cc43f4fc9a2314b645c9b80fd78d6b8421f1ee09686,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11010103,88350000000,390126,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x398c39714e3c6f9f6f967bb81556e529db5078a9,2020-12-01T23:25:50.119869Z
9,0xdb8c7453e47562844ba66e7015720d520725076b2a85defd764c24ab773c50d8,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11021820,85350001459,228116,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0xd01bc896551f1a36a76fcc1840566bf42dee0b90,2020-12-01T23:25:50.119869Z
12,0xd600cfdca21e22e2d5237eb56c87a99766f25625f1d50e213c1bb21d9d0bd6b4,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11022161,112000100000,294235,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x398c39714e3c6f9f6f967bb81556e529db5078a9,2020-12-01T23:25:50.119869Z
10,0x2520d2797b506fee06852e183e20cd7acc7ad1de54e4c06a10345ad4785a6d2e,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11039082,72582211000,369542,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x1c99c8fe4f2baae5a61ac250a4d0d6e967f4c2b6,2020-12-01T23:25:50.119869Z
10,0x1d80db329abb4e795644a81f68d58ba84c2d50928a3158d812f8853c868286b5,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11039113,71318806000,370862,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x1c99c8fe4f2baae5a61ac250a4d0d6e967f4c2b6,2020-12-01T23:25:50.119869Z
10,0x7402ec85e93e37d02f5b9573093a8d70b52950bbd1c02b1940b7eee924d4ac46,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11039194,69981938000,371182,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x1c99c8fe4f2baae5a61ac250a4d0d6e967f4c2b6,2020-12-01T23:25:50.119869Z
9,0x6afcaeae83a93de7bfed55decaa42f9ca51a4c8731e4340cefb0e3ddc84d8612,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11048372,84350000000,236176,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x1c99c8fe4f2baae5a61ac250a4d0d6e967f4c2b6,2020-12-01T23:25:50.119869Z
14,0x0f0822e3d8aadf38a7d1afa9aa4582f912cb4c43e1083ebea174344d31f5623a,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11048422,84350000000,420936,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x398c39714e3c6f9f6f967bb81556e529db5078a9,2020-12-01T23:25:50.119869Z
15,0x6874da3f2f92dacb2344a65a79cb239b36b2112051a1e44694b7749c259605be,,Success,0xff1b9745f68f84f036e5e92c920038d895fb701a,11048436,84350000000,416171,0,{},{},0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,0x398c39714e3c6f9f6f967bb81556e529db5078a9,2020-12-01T23:25:50.119869Z
